Time,Successful insertion,Duration
2022-02-13 23:15:11.399982,true,14.728284120559692
2022-02-13 23:16:33.685655,true,11.821794986724854
2022-02-13 23:17:09.129572,true,13.428205966949463
2022-02-13 23:19:23.553507,true,14.425076723098755
2022-02-13 23:20:02.397323,true,13.228698253631592
2022-02-13 23:20:44.116777,true,12.926960945129395
2022-02-13 23:36:15.795926,true,18.435293436050415
2022-02-13 23:36:58.255363,true,15.93166208267212
2022-02-13 23:37:37.967572,true,17.62992215156555
2022-02-13 23:38:19.191739,true,17.635658025741577
2022-02-13 23:39:00.723270,true,15.231574535369873
2022-02-13 23:39:39.761032,true,19.03075861930847
2022-02-13 23:40:22.385086,true,17.937620639801025
2022-02-13 23:41:04.090546,true,15.13489818572998
2022-02-13 23:41:42.597608,true,14.234901666641235
2022-02-13 23:42:20.411795,true,14.626684427261353
2022-02-13 23:42:58.381398,true,16.732940912246704
2022-02-13 23:43:38.774197,true,16.731839895248413
2022-02-13 23:44:18.985838,true,15.227313041687012
2022-02-13 23:44:57.669281,true,16.831104516983032
2022-02-13 23:45:38.012074,true,15.13313364982605
2022-02-13 23:46:17.040977,true,12.126979351043701
2022-02-13 23:48:02.234458,true,16.62957763671875
2022-02-13 23:48:42.693246,true,13.124727249145508
2022-02-13 23:49:19.761079,true,12.82880425453186
2022-02-13 23:49:56.054221,true,19.23038077354431
2022-02-13 23:50:38.863935,true,15.228795289993286
2022-02-13 23:53:44.435821,true,14.629471778869629
2022-02-13 23:54:22.660704,true,16.832348585128784
2022-02-13 23:55:03.400152,true,12.427691459655762
2022-02-13 23:55:39.518797,true,15.93500804901123
2022-02-13 23:56:18.881308,true,17.03322696685791
2022-02-13 23:57:52.950144,true,11.023377418518066
2022-02-13 23:58:27.554265,true,14.631988525390625
2022-02-14 00:00:59.739701,true,14.129955291748047
2022-02-14 00:01:37.507857,true,16.742693424224854
2022-02-14 00:02:20.980991,true,17.040239334106445
2022-02-14 00:03:01.533702,true,13.82538390159607
2022-02-14 00:03:38.854018,true,11.733078718185425
2022-02-14 00:04:14.041748,true,14.331284999847412
2022-02-14 00:04:51.960388,true,16.636733531951904
2022-02-14 00:05:31.959129,true,19.2488214969635
2022-02-14 00:06:14.685996,true,15.228681087493896
2022-02-14 00:06:57.207989,true,15.433700799942017
2022-02-14 00:07:36.033749,true,15.635201692581177
2022-02-14 00:08:15.267295,true,15.044306516647339
2022-02-14 00:08:54.112484,true,14.134474754333496
2022-02-14 00:09:31.742647,true,15.029300689697266
2022-02-14 00:10:10.322335,true,15.932002305984497
2022-02-14 00:10:49.741004,true,13.72675633430481
2022-02-14 00:11:26.840316,true,9.92409896850586
2022-02-14 00:12:00.335293,true,14.933345317840576
2022-02-14 00:12:38.927127,true,14.636813163757324
2022-02-14 00:15:19.347468,true,9.622425317764282
2022-02-14 00:15:52.813773,true,14.23605728149414
2022-02-14 00:16:31.453080,true,15.527828693389893
2022-02-14 00:17:10.646571,true,14.73220181465149
2022-02-14 00:17:52.495438,true,15.433817386627197
2022-02-14 00:18:33.934447,true,17.731882095336914
2022-02-14 00:19:15.873648,true,14.532248258590698
2022-02-14 00:19:54.189488,true,11.928935766220093
2022-02-14 00:20:29.863027,true,18.138301134109497
2022-02-14 00:21:12.114926,true,14.03163456916809
2022-02-14 00:21:50.958829,true,13.526610136032104
2022-02-14 00:22:28.245959,true,14.828242540359497
2022-02-14 00:23:06.932785,true,10.624735593795776
2022-02-14 00:23:41.029620,true,13.729493141174316
2022-02-14 00:24:18.228785,true,20.242985248565674
2022-02-14 00:25:02.395797,true,10.432814121246338
2022-02-14 00:25:36.162193,true,15.328039407730103
